global_idx,sentence,verb_lemma,verb,recipient,theme,recipient_length,theme_length,length_difference,recipient_pronoun,theme_pronoun,score,is_balanced,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,babylm-default_ratio,babylm-balanced_ratio,len_category,Construction,recipient_pos_spacy
5144,"Now, the Rajah felt sorry for it, and thought to himself: ""I have taken away its natural food;"" so, quickly cutting off a piece of his own flesh, he threw it to the snake, saying: ""Here, take this instead. """,throw,threw,the snake,it,2,1,0.6931471806,-0.5,0.5,-0.4083433151,-0.5,VBD,37,he,IN,,40,PRP,PRON,38,to,39,53,prep,alternating,"Now, the Rajah felt sorry for it, and thought to himself: ""I have taken away its natural food;"" so, quickly cutting off a piece of his own flesh, he threw the snake it, saying: ""Here, take this instead. """,-0.4083433151,-0.1150946617,3. Recipient Longer,PO,ADP
23998,Nothing is known of his reign except that he paid tribute to the Assyrian king Tiglath-pileser III in 738.,pay,paid,the assyrian king tiglath-pileser iii,tribute,5,1,1.609437912,-0.5,-0.5,-0.808842659,-0.5,VBD,9,he,IN,,12,NN,NOUN,10,to,11,20,dative,alternating,Nothing is known of his reign except that he paid the assyrian king tiglath-pileser iii tribute in 738.,-0.808842659,-0.7424755096,3. Recipient Longer,PO,ADP
25281,The Broadcasting Authority passed all the correspondence received to TVB.,pass,passed,tvb,all the correspondence received,1,4,-1.386294361,-0.5,-0.5,-0.2295193672,-0.5,VBD,3,the broadcasting authority,IN,,9,NN,NOUN,4,to,8,11,prep,alternating,The Broadcasting Authority passed tvb all the correspondence received.,-0.2295193672,-0.7014403343,1. Recipient Shorter,PO,ADP
7639,"While she wondered thus, one of the dreadful-looking little creatures advanced to the fire, and taking from it a burning bough, held it over the thing that lay upon the ground, to give light to a companion who was about to do something to it with the stone knife.",give,give,a companion who was about to do something to it with the stone knife,light,14,1,2.63905733,-0.5,-0.5,-0.2536258698,-0.5,VB,36,,IN,,39,NN,NOUN,37,to,38,54,dative,alternating,"While she wondered thus, one of the dreadful-looking little creatures advanced to the fire, and taking from it a burning bough, held it over the thing that lay upon the ground, to give a companion who was about to do something to it with the stone knife light.",-0.2536258698,-0.22534132,3. Recipient Longer,PO,ADP
9604,I was giving reach arounds to Jack Benny before you were born.,give,giving,jack benny,reach arounds,2,2,0,-0.5,-0.5,-0.5826621056,-0.5,VBG,2,i,IN,,6,NNS,NOUN,3,to,5,13,dative,alternating,I was giving jack benny reach arounds before you were born.,-0.5826621056,-0.352244854,2. Equal Length,PO,ADP
4303,"“I should tell it to no one but yourself, prince, and I only name it now as a help to my soul’s evolution.",tell,tell,no one but yourself,it,4,1,1.386294361,-0.5,0.5,-0.3738155365,-0.5,VB,3,i,IN,,6,PRP,PRON,4,to,5,28,dative,alternating,"“I should tell no one but yourself it, prince, and I only name it now as a help to my soul’s evolution.",-0.3738155365,-0.4374346733,3. Recipient Longer,PO,ADP
16623,Bigger waves offer more surface to the wind.,offer,offer,the wind,more surface,2,2,0,-0.5,-0.5,-1.482161045,-0.5,VBP,2,bigger waves,IN,,6,NN,NOUN,3,to,5,9,prep,alternating,Bigger waves offer the wind more surface.,-1.482161045,-1.416511059,2. Equal Length,PO,ADP
6397,"There are a good many kinds of sweet-pease, too, different sizes and colors, but I think all the different kinds of garden-pease and sweet-pease might have come from one kind of each, a very, very long time ago, and that takes me to another story which I will have to put off until next time.",take,takes,another story which i will have to put off until next time,me,12,1,2.48490665,-0.5,0.5,-0.1324510574,-0.5,VBZ,46,that,IN,,49,PRP,PRON,47,to,48,62,prep,alternating,"There are a good many kinds of sweet-pease, too, different sizes and colors, but I think all the different kinds of garden-pease and sweet-pease might have come from one kind of each, a very, very long time ago, and that takes another story which i will have to put off until next time me.",-0.1324510574,-0.1728854179,3. Recipient Longer,PO,ADP
25615,"Another play in which he appeared was ""Little Shop of Horrors"", giving voice to the carnivorous plant.",give,giving,the carnivorous plant,voice,3,1,1.098612289,-0.5,-0.5,-0.3141584396,-0.5,VBG,14,,IN,,17,NN,NOUN,15,to,16,21,dative,alternating,"Another play in which he appeared was ""Little Shop of Horrors"", giving the carnivorous plant voice.",-0.3141584396,-0.1929831505,3. Recipient Longer,PO,ADP
21062,"It was a money laundering investigation, it expanded to investigate corruption at Petrobras, where executives allegedly accepted bribes in return for awarding contracts to construction firms at inflated prices.",award,awarding,construction firms,contracts,2,1,0.6931471806,-0.5,-0.5,-0.2828445435,-0.5,VBG,23,,IN,,26,NNS,NOUN,24,to,25,32,dative,alternating,"It was a money laundering investigation, it expanded to investigate corruption at Petrobras, where executives allegedly accepted bribes in return for awarding construction firms contracts at inflated prices.",-0.2828445435,-0.2036747932,3. Recipient Longer,PO,ADP
25180,"The Bakufu had initially planned on ordering ships and sending students to the United States, but the American Civil War led to a cancellation of plans.",send,sending,the united states,students,3,1,1.098612289,-0.5,-0.5,-0.4152548313,-0.5,VBG,9,,IN,,12,NNS,NOUN,10,to,11,28,prep,alternating,"The Bakufu had initially planned on ordering ships and sending the united states students, but the American Civil War led to a cancellation of plans.",-0.4152548313,-0.36810112,3. Recipient Longer,PO,ADP
2179,I mean politicians pay a great heed to the people they erm seek advice from.,pay,pay,the people they erm seek advice from,a great heed,7,3,0.8472978604,-0.5,-0.5,-1.15859127,-0.5,VBP,3,politicians,IN,,8,NN,NOUN,4,to,7,16,prep,alternating,I mean politicians pay the people they erm seek advice from a great heed.,-1.15859127,-1.071479797,3. Recipient Longer,PO,ADP
25633,"On 23 August 2012, the Land Transport Authority (LTA) awarded the tender to Kawasaki Heavy Industries at a price of S$281, 508, 884. 00.",award,awarded,kawasaki heavy industries,the tender,3,2,0.4054651081,-0.5,-0.5,-0.2820250988,-0.5,VBD,12,the land transport authority ( lta ),IN,,16,NN,NOUN,13,to,15,31,dative,alternating,"On 23 August 2012, the Land Transport Authority (LTA) awarded kawasaki heavy industries the tender at a price of S$281, 508, 884. 00.",-0.2820250988,-0.2557456493,3. Recipient Longer,PO,ADP
17856,I want to extend our heartfelt thanks to a little woman who has done much for Manson.,extend,extend,a little woman who has done much for manson,our heartfelt thanks,9,3,1.098612289,-0.5,-0.5,-1.547906399,-0.5,VB,3,,IN,,8,NNS,NOUN,4,to,7,18,dative,alternating,I want to extend a little woman who has done much for manson our heartfelt thanks.,-1.547906399,-1.460414886,3. Recipient Longer,PO,ADP
7588,"No one in the world would ever dream of sending you to prison, whatever you'd done.",send,sending,prison,you,1,1,0,-0.5,0.5,-0.9038903713,-0.5,VBG,9,,IN,,12,PRP,PRON,10,to,11,19,prep,alternating,"No one in the world would ever dream of sending prison you, whatever you'd done.",-0.9038903713,-0.3782482147,2. Equal Length,PO,ADP
1842,You took them to Popsey didn't you?,take,took,popsey,them,1,1,0,-0.5,0.5,-0.4323344231,-0.5,VBD,1,you,IN,,4,PRP,PRON,2,to,3,9,prep,alternating,You took popsey them didn't you?,-0.4323344231,-0.3038637638,2. Equal Length,PO,ADP
5593,"Jackson was made angry, and without even waiting for the formal ratification of the treaties, he sent the document to the Secretary of War, with an endorsement on the back directing him ""to inquire into the alleged facts, and if found to be true, to direct the Seminoles to prepare to remove West and join the Creeks. """,send,sent,the secretary of war,the document,4,2,0.6931471806,-0.5,-0.5,-0.1124386787,-0.5,VBD,18,he,IN,,22,NN,NOUN,19,to,21,65,dative,alternating,"Jackson was made angry, and without even waiting for the formal ratification of the treaties, he sent the secretary of war the document, with an endorsement on the back directing him ""to inquire into the alleged facts, and if found to be true, to direct the Seminoles to prepare to remove West and join the Creeks. """,-0.1124386787,-0.073554039,3. Recipient Longer,PO,ADP
7959,He fairly danced round me when he learned that his own father had taken word of our need to the Pikuni and that the warriors would come to us as soon as possible by the south-side trail.,take,taken,the pikuni,word of our need,2,4,-0.6931471806,-0.5,-0.5,-0.1378006935,-0.5,VBN,13,his own father,IN,,19,NN,NOUN,14,to,18,38,prep,alternating,He fairly danced round me when he learned that his own father had taken the pikuni word of our need and that the warriors would come to us as soon as possible by the south-side trail.,-0.1378006935,-0.1307139397,1. Recipient Shorter,PO,ADP
8228,"The growth pays no regard to the equator, but proceeds across it as if it did not exist into the planet’s other hemisphere.",pay,pays,the equator,no regard,2,2,0,-0.5,-0.5,-0.6768784523,-0.5,VBZ,2,the growth,IN,,6,NN,NOUN,3,to,5,26,prep,alternating,"The growth pays the equator no regard, but proceeds across it as if it did not exist into the planet’s other hemisphere.",-0.6768784523,-0.5150427818,2. Equal Length,PO,ADP
20869,Songtsen Gampo sent Thonmi Sambhota to India to create a new alphabet for Classical Tibetan.,send,sent,india,thonmi sambhota,1,2,-0.6931471806,-0.5,-0.5,-0.532787323,-0.5,VBD,2,songtsen gampo,IN,,6,NNP,PROPN,3,to,5,16,prep,alternating,Songtsen Gampo sent india Thonmi Sambhota to create a new alphabet for Classical Tibetan.,-0.532787323,-0.3032670021,1. Recipient Shorter,PO,ADP
22412,It is generally considered to have given rise to a number of descendant species and subspecies.,give,given,a number of descendant species and subspecies,rise,7,1,1.945910149,-0.5,-0.5,-1.446016788,-0.5,VBN,6,,IN,,9,NN,NOUN,7,to,8,17,prep,alternating,It is generally considered to have given a number of descendant species and subspecies rise.,-1.446016788,-0.558822155,3. Recipient Longer,PO,ADP
20607,"In 1995 he sold his share of the company to his brother, Gad.",sell,sold,"his brother , gad",his share of the company,3,5,-0.5108256238,-0.5,-0.5,-1.139765024,-0.5,VBD,3,he,IN,,10,NN,NOUN,4,to,9,15,dative,alternating,"In 1995 he sold his brother, gad his share of the company.",-1.139765024,-0.9639358521,1. Recipient Shorter,PO,ADP
24991,"Over the centuries when Whites wielded power over both Blacks and Amerindians and believed in their inherent superiority over people of color, they created a social order of hypodescent, in which they assigned mixed-race children to the lower-status groups.",assign,assigned,the lower-status groups,mixed-race children,3,2,0.4054651081,-0.5,-0.5,-0.2260024548,-0.5,VBD,34,they,IN,,38,NNS,NOUN,35,to,37,42,prep,alternating,"Over the centuries when Whites wielded power over both Blacks and Amerindians and believed in their inherent superiority over people of color, they created a social order of hypodescent, in which they assigned the lower-status groups mixed-race children.",-0.2260024548,-0.1436839104,3. Recipient Longer,PO,ADP
10398,You took them to anthony balsamo's party?,take,took,anthony balsamo's party,them,3,1,1.098612289,-0.5,0.5,-1.607245445,-0.5,VBD,1,you,IN,,4,PRP,PRON,2,to,3,9,prep,alternating,You took anthony balsamo's party them?,-1.607245445,-1.152188778,3. Recipient Longer,PO,ADP
6784,"His final view, as we have already seen, [2637] was that this harbour extended no further westward than Hythe itself: but in giving utterance to this opinion he did not explain why he had abandoned the one which preceded it, and indeed made no allusion to it at all.",give,giving,this opinion,utterance,2,1,0.6931471806,-0.5,-0.5,-0.22417593,-0.5,VBG,27,,IN,,30,NN,NOUN,28,to,29,56,dative,alternating,"His final view, as we have already seen, [2637] was that this harbour extended no further westward than Hythe itself: but in giving this opinion utterance he did not explain why he had abandoned the one which preceded it, and indeed made no allusion to it at all.",-0.22417593,-0.002435445786,3. Recipient Longer,PO,ADP
3361,"This thought drove him to despair, and he had almost made up his mind to return to the place of her captivity, when one day, as he was strolling along an alley in the woods, he saw a huge oak open its trunk, and out of it step two Princes in earnest conversation.",drive,drove,despair,him,1,1,0,-0.5,0.5,-0.4563477039,-0.5,VBD,2,this thought,IN,,5,PRP,PRON,3,to,4,59,prep,alternating,"This thought drove despair him, and he had almost made up his mind to return to the place of her captivity, when one day, as he was strolling along an alley in the woods, he saw a huge oak open its trunk, and out of it step two Princes in earnest conversation.",-0.4563477039,-0.2235033512,2. Equal Length,PO,ADP
5701,"Whatever may have been the beginning, it was Thomas D. Rice who brought the form to genuine popularity.",bring,brought,genuine popularity,the form,2,2,0,-0.5,-0.5,-0.882133007,-0.5,VBD,13,who,IN,,17,NN,NOUN,14,to,16,20,prep,alternating,"Whatever may have been the beginning, it was Thomas D. Rice who brought genuine popularity the form.",-0.882133007,-0.496339798,2. Equal Length,PO,ADP
10421,"it is said... that when God... gave this chiJd to that famiJy, the angeJs asked: ""Lord,",give,gave,that famijy,this chijd,2,2,0,-0.5,-0.5,-0.2689218521,-0.5,VBD,12,god . . .,IN,,16,NNP,PROPN,13,to,15,26,dative,alternating,"it is said... that when God... gave that famijy this chiJd, the angeJs asked: ""Lord,",-0.2689218521,-0.2023625374,2. Equal Length,PO,ADP
17275,You send the application to my office.,send,send,my office,the application,2,2,0,-0.5,-0.5,-3.103072166,-0.5,VBP,1,you,IN,,5,NN,NOUN,2,to,4,8,prep,alternating,You send my office the application.,-3.103072166,-1.342966557,2. Equal Length,PO,ADP
21390,"The fall killed the rat - but the ranger shipped it to the Queensland Museum, in Australia, where... Lavery was a fellow"".",ship,shipped,"the queensland museum , in australia , where . . . lavery was a fellow """,it,10,1,2.302585093,-0.5,0.5,-0.6877093315,-0.5,VBD,9,the ranger,IN,,12,PRP,PRON,10,to,11,29,prep,alternating,"The fall killed the rat - but the ranger shipped the queensland museum, in australia, where... lavery was a fellow "" it.",-0.6877093315,-0.7613129616,3. Recipient Longer,PO,ADP
8366,"The grass was all a yellow-brown, but the north wind which swayed the bare trees brought a touch of color to Anne's cheeks.",bring,brought,anne's cheeks,a touch of color,2,4,-0.6931471806,-0.5,-0.5,-0.6371223927,-0.5,VBD,16,the north wind which swayed the bare trees,IN,,22,NN,NOUN,17,to,21,26,prep,alternating,"The grass was all a yellow-brown, but the north wind which swayed the bare trees brought anne's cheeks a touch of color.",-0.6371223927,-0.5075089931,1. Recipient Shorter,PO,ADP
18738,T o take T revor to ball games?,take,take,ball games,t revor,2,2,0,-0.5,-0.5,-0.8534994125,-0.5,VB,2,,IN,,6,NN,NOUN,3,to,5,9,prep,alternating,T o take ball games T revor?,-0.8534994125,-0.8008975983,2. Equal Length,PO,ADP
18413,- So what brings you to my manner?,bring,brings,my manner,you,2,1,0.6931471806,-0.5,0.5,-1.761345863,-0.5,VBZ,3,what,IN,,6,PRP,PRON,4,to,5,9,prep,alternating,- So what brings my manner you?,-1.761345863,-1.117917538,3. Recipient Longer,PO,ADP
6815,"Such are the cliffs between Hastings and Pevensey; and I conclude that they answer exactly to Caesar’s description. ’ Assuming that the cliffs off which Caesar anchored, when he first approached the British coast, were in the neighbourhood of St. Leonards, Airy affirms that ‘the run of eight[3017] miles would bring him to the beach of Pevensey, answering perfectly to his description’.",bring,bring,the beach of pevensey,him,4,1,1.386294361,-0.5,0.5,-0.1599035263,-0.5,VB,58,the run of eight[3017 ] miles,IN,,61,PRP,PRON,59,to,60,73,prep,alternating,"Such are the cliffs between Hastings and Pevensey; and I conclude that they answer exactly to Caesar’s description. ’ Assuming that the cliffs off which Caesar anchored, when he first approached the British coast, were in the neighbourhood of St. Leonards, Airy affirms that ‘the run of eight[3017] miles would bring the beach of pevensey him, answering perfectly to his description’.",-0.1599035263,-0.0657119751,3. Recipient Longer,PO,ADP
24321,"Amitabh Bachchan lent his baritone voice and sombre expressions to Bheeshma Pitamah, which coincidentally is the first time he dubbed for an animated character in his 44-year film career since 1969.",lend,lent,bheeshma pitamah,his baritone voice and sombre expressions,2,6,-1.098612289,-0.5,-0.5,-0.359313488,-0.5,VBD,2,amitabh bachchan,IN,,10,NN,NOUN,3,to,9,33,dative,alternating,"Amitabh Bachchan lent bheeshma pitamah his baritone voice and sombre expressions, which coincidentally is the first time he dubbed for an animated character in his 44-year film career since 1969.",-0.359313488,-0.3521008492,1. Recipient Shorter,PO,ADP
14694,I'll take them to the sept and I'll remove the High Sparrow's head and every other sparrow head I can find.,take,take,the sept,them,2,1,0.6931471806,-0.5,0.5,-0.3074376583,-0.5,VB,2,i,IN,,5,PRP,PRON,3,to,4,25,prep,alternating,I'll take the sept them and I'll remove the High Sparrow's head and every other sparrow head I can find.,-0.3074376583,-0.03465652466,3. Recipient Longer,PO,ADP
21645,He takes them to this town.,take,takes,this town,them,2,1,0.6931471806,-0.5,0.5,-2.124650002,-0.5,VBZ,1,he,IN,,4,PRP,PRON,2,to,3,7,prep,alternating,He takes this town them.,-2.124650002,-1.082438946,3. Recipient Longer,PO,ADP
18117,"Why don't you gather up your stuff, and we'll leave Miss Parker to her business?",leave,leave,her business,miss parker,2,2,0,-0.5,-0.5,-0.5265016556,-0.5,VB,12,we,IN,,16,NNP,PROPN,13,to,15,19,prep,alternating,"Why don't you gather up your stuff, and we'll leave her business Miss Parker?",-0.5265016556,-0.3574159145,2. Equal Length,PO,ADP
21061,; Pass the array to the function FindAverage() and then check for errors.,pass,Pass,the function findaverage,the array,3,2,0.4054651081,-0.5,-0.5,-0.1799402237,-0.5,VB,1,,IN,,5,NN,NOUN,2,to,4,16,dative,alternating,; Pass the function findaverage the array () and then check for errors.,-0.1799402237,-0.2416849136,3. Recipient Longer,PO,ADP
25385,"In order to compare the different decision outcomes, one commonly assigns a utility value to each of them.",assign,assigns,each of them,a utility value,3,3,0,-0.5,-0.5,-0.1238627434,-0.5,VBZ,11,one,IN,,16,NN,NOUN,12,to,15,20,dative,alternating,"In order to compare the different decision outcomes, one commonly assigns each of them a utility value.",-0.1238627434,-0.3115873337,2. Equal Length,PO,ADP
7285,"There have been many famous writers of history, but all agree in giving the preference to two, whose perfections, tho different, have received an almost equal degree of praise.",give,giving,"two , whose perfections , tho different , have received an almost equal degree of praise",the preference,13,2,1.871802177,-0.5,-0.5,-0.52541399,-0.5,VBG,13,,IN,,17,NN,NOUN,14,to,16,34,dative,alternating,"There have been many famous writers of history, but all agree in giving two, whose perfections, tho different, have received an almost equal degree of praise the preference.",-0.52541399,-0.5014696121,3. Recipient Longer,PO,ADP
34,take it to a friend johnny brown.,take,take,a friend johnny brown,it,4,1,1.386294361,-0.5,0.5,-2.040077686,-0.5,VB,0,,IN,,3,PRP,PRON,1,to,2,8,dative,alternating,take a friend johnny brown it.,-2.040077686,-1.637693882,3. Recipient Longer,PO,ADP
4640,"Had the birds, carrying some grains of it to a distance, dropped one over him as they sow chance seeds?",carry,carrying,a distance,some grains of it,2,4,-0.6931471806,-0.5,-0.5,-0.49507761,-0.5,VBG,4,,IN,,10,NNS,NOUN,5,to,9,23,prep,alternating,"Had the birds, carrying a distance some grains of it, dropped one over him as they sow chance seeds?",-0.49507761,-0.3276906013,1. Recipient Shorter,PO,ADP
22132,They sold it to Thorn EMI.,sell,sold,thorn emi,it,2,1,0.6931471806,-0.5,0.5,-3.370515347,-0.5,VBD,1,they,IN,,4,PRP,PRON,2,to,3,7,dative,alternating,They sold thorn emi it.,-3.370515347,-1.946091175,3. Recipient Longer,PO,ADP
5698,After studying the situation it made the following recommendations: That the United States extend its aid to Liberia in the prompt settlement of pending boundary disputes; that the United States enable Liberia to refund its debt by assuming as a guarantee for the payment of obligations under such arrangement the control and collection of the Liberian customs; that the United States lend its assistance to the Liberian Government in the reform of its internal finances; that the United States lend its aid to Liberia in organizing and drilling an adequate constabulary or frontier police force; that the United States establish and maintain a research station at Liberia; and that the United States reopen the question of establishing a coaling-station in Liberia.,lend,lend,liberia,its aid,1,2,-0.6931471806,-0.5,-0.5,-0.05560803413,-0.5,VB,83,the united states,IN,,87,NN,NOUN,84,to,86,128,dative,alternating,After studying the situation it made the following recommendations: That the United States extend its aid to Liberia in the prompt settlement of pending boundary disputes; that the United States enable Liberia to refund its debt by assuming as a guarantee for the payment of obligations under such arrangement the control and collection of the Liberian customs; that the United States lend its assistance to the Liberian Government in the reform of its internal finances; that the United States lend liberia its aid in organizing and drilling an adequate constabulary or frontier police force; that the United States establish and maintain a research station at Liberia; and that the United States reopen the question of establishing a coaling-station in Liberia.,-0.05560803413,-0.07290863991,1. Recipient Shorter,PO,ADP
24130,"The 1890s had brought great prosperity to Kenosha with Simmons Manufacturing, the Bain Wagon Works, N. R. Allen & Sons Tannery, Chicago Brass Company, and Pettit Malting Company.",bring,brought,kenosha,great prosperity,1,2,-0.6931471806,-0.5,-0.5,-0.2651972771,-0.5,VBN,3,the 1890s,IN,,7,NN,NOUN,4,to,6,33,prep,alternating,"The 1890s had brought kenosha great prosperity with Simmons Manufacturing, the Bain Wagon Works, N. R. Allen & Sons Tannery, Chicago Brass Company, and Pettit Malting Company.",-0.2651972771,-0.1411948204,1. Recipient Shorter,PO,ADP
5287,"He now kept his promise and built a comfortable home for his old mother, who lived happily with him in the Capital to the end of her days.",build,built,"his old mother , who lived happily with him in the capital to the end of her days",a comfortable home,17,3,1.734601055,-0.5,-0.5,-0.9025366306,-0.5,VBD,6,,IN,,11,NN,NOUN,7,for,10,30,dative,benefactive_alternating,"He now kept his promise and built his old mother, who lived happily with him in the capital to the end of her days a comfortable home.",-0.9025366306,-0.6312470436,3. Recipient Longer,PO,ADP
17189,Bring it to my father.,bring,Bring,my father,it,2,1,0.6931471806,-0.5,0.5,-2.711462021,-0.5,VB,0,,IN,,3,PRP,PRON,1,to,2,6,dative,alternating,Bring my father it.,-2.711462021,-0.3678026199,3. Recipient Longer,PO,ADP
19838,Just give mine to Dean.,give,give,dean,mine,1,1,0,-0.5,0.5,-1.165872574,-0.5,VB,1,,IN,,4,PRP,PRON,2,to,3,6,prep,alternating,Just give dean mine.,-1.165872574,-0.9585289955,2. Equal Length,PO,ADP
6211,From Venice and later on from Lisbon he had carried the products of the Orient to the farthest corners of the Scandinavian peninsula.,carry,carried,the farthest corners of the scandinavian peninsula,the products of the orient,7,5,0.3364722366,-0.5,-0.5,-0.9235029221,-0.5,VBN,9,he,IN,,16,NNS,NOUN,10,to,15,24,prep,alternating,From Venice and later on from Lisbon he had carried the farthest corners of the scandinavian peninsula the products of the Orient.,-0.9235029221,-0.533498764,3. Recipient Longer,PO,ADP
22104,"In 1482 the Dominicans sent him to Florence, the ‘city of his destiny’.",send,sent,"florence , the ‘ city of his destiny ’",him,6,1,1.791759469,-0.5,0.5,-1.063175201,-0.5,VBD,4,the dominicans,IN,,7,PRP,PRON,5,to,6,17,prep,alternating,"In 1482 the Dominicans sent florence, the ‘ city of his destiny ’ him.",-1.063175201,-0.599375248,3. Recipient Longer,PO,ADP
24231,"In this episode we take the basics to a new level, adding variations, to create the most challenging moves in the whole series: the ‘Tremor Layered Figure-Eight’ and the ‘Shimmy Layered Hip Circle’.",take,take,a new level,the basics,3,2,0.4054651081,-0.5,-0.5,-0.2406468391,-0.5,VBP,4,we,IN,,8,NNS,NOUN,5,to,7,41,prep,alternating,"In this episode we take a new level the basics, adding variations, to create the most challenging moves in the whole series: the ‘Tremor Layered Figure-Eight’ and the ‘Shimmy Layered Hip Circle’.",-0.2406468391,-0.2136721611,3. Recipient Longer,PO,ADP
4984,"The trail over which they walked was carpeted with pine needles, making a soft and pleasant path for their feet.",make,making,their feet,a soft and pleasant path,2,5,-0.9162907319,-0.5,-0.5,-0.3892500401,-0.5,VBG,12,,IN,,19,NN,NOUN,13,for,18,22,dative,benefactive_alternating,"The trail over which they walked was carpeted with pine needles, making their feet a soft and pleasant path.",-0.3892500401,-0.2174115181,1. Recipient Shorter,PO,ADP
19421,"Your words carry me to sleep, and I hope life will be fair.",carry,carry,sleep,me,1,1,0,-0.5,0.5,-0.8988428116,-0.5,VBP,2,your words,IN,,5,PRP,PRON,3,to,4,15,prep,alternating,"Your words carry sleep me, and I hope life will be fair.",-0.8988428116,-0.7698054314,2. Equal Length,PO,ADP
23733,The foundation aims to grant employment to 500 youngsters and 30 women.,grant,grant,500 youngsters and 30 women,employment,5,1,1.609437912,-0.5,-0.5,-0.7457485199,-0.5,VB,4,,IN,,7,NN,NOUN,5,to,6,13,dative,alternating,The foundation aims to grant 500 youngsters and 30 women employment.,-0.7457485199,-0.7783222198,3. Recipient Longer,PO,ADP
7686,"But Saint Patrick took it to a smith instead, and the smith told him the truth about it, and Saint Patrick put a curse on the Tinkers, that every man's face should be against them, and that they should get no rest at all but to follow the road. """,take,took,a smith,it,2,1,0.6931471806,-0.5,0.5,-0.3255491257,-0.5,VBD,3,saint patrick,IN,,6,PRP,PRON,4,to,5,56,prep,alternating,"But Saint Patrick took a smith it instead, and the smith told him the truth about it, and Saint Patrick put a curse on the Tinkers, that every man's face should be against them, and that they should get no rest at all but to follow the road. """,-0.3255491257,-0.05704784393,3. Recipient Longer,PO,ADP
14797,So I'm playing it for me and for you.,play,playing,me and for you,it,4,1,1.386294361,-0.5,0.5,-1.249108076,-0.5,VBG,3,i,IN,,6,PRP,PRON,4,for,5,11,dative,benefactive_alternating,So I'm playing me and for you it.,-1.249108076,-1.188060045,3. Recipient Longer,PO,ADP
18858,He wrung them out and gave them to his father.,give,gave,his father,them,2,1,0.6931471806,-0.5,0.5,-1.298180103,-0.5,VBD,5,,IN,,8,PRP,PRON,6,to,7,11,prep,alternating,He wrung them out and gave his father them.,-1.298180103,-0.6850075722,3. Recipient Longer,PO,ADP
21065,She prepare an evening meal of egg and chips for her emotionally distant husband.,prepare,prepare,her emotionally distant husband,an evening meal of egg and chips,4,7,-0.5596157879,-0.5,-0.5,-1.08877039,-0.5,VBP,1,she,IN,,10,NN,NOUN,2,for,9,15,dative,benefactive_alternating,She prepare her emotionally distant husband an evening meal of egg and chips.,-1.08877039,-0.9584083557,1. Recipient Shorter,PO,ADP
15398,"If you're not gonna talk to me, give this to Vito for me, will you?",give,give,vito,this,1,1,0,-0.5,0.5,-0.3790903091,-0.5,VB,10,,IN,,13,DT,PRON,11,to,12,20,dative,alternating,"If you're not gonna talk to me, give vito this for me, will you?",-0.3790903091,-0.0890750885,2. Equal Length,PO,ADP
21194,"Instead of publishing their scoop, they told their findings to McGovern's top advisor, and Eagleton withdrew as the Democratic nominee.",tell,told,mcgovern's top advisor,their findings,3,2,0.4054651081,-0.5,-0.5,-0.3451237679,-0.5,VBD,7,they,IN,,11,NNS,NOUN,8,to,10,24,dative,alternating,"Instead of publishing their scoop, they told mcgovern's top advisor their findings, and Eagleton withdrew as the Democratic nominee.",-0.3451237679,-0.08951377869,3. Recipient Longer,PO,ADP
6216,"If you did not give a certain percentage to the brokers, your bags and bales were stowed away somewhere on a corner of a wharf exposed to the rain and the sea.",give,give,the brokers,a certain percentage,2,3,-0.4054651081,-0.5,-0.5,-0.1504306793,-0.5,VB,4,you,IN,,9,NN,NOUN,5,to,8,34,dative,alternating,"If you did not give the brokers a certain percentage, your bags and bales were stowed away somewhere on a corner of a wharf exposed to the rain and the sea.",-0.1504306793,-0.2404732704,1. Recipient Shorter,PO,ADP
20783,"On July 31, 2008, Bay and a player to be named later (Josh Wilson)[8] were traded to the Boston Red Sox in a three team deal that sent Manny Ramirez to the Los Angeles Dodgers and Andy LaRoche with Bryan Morris to the Pittsburgh Pirates from the Dodgers and Brandon Moss with Craig Hansen to the Pirates from the Red Sox.",send,sent,the los angeles dodgers,manny ramirez,4,2,0.6931471806,-0.5,-0.5,-0.01401996613,-0.5,VBD,31,that,IN,,35,NNP,PROPN,32,to,34,66,prep,alternating,"On July 31, 2008, Bay and a player to be named later (Josh Wilson)[8] were traded to the Boston Red Sox in a three team deal that sent the los angeles dodgers Manny Ramirez and Andy LaRoche with Bryan Morris to the Pittsburgh Pirates from the Dodgers and Brandon Moss with Craig Hansen to the Pirates from the Red Sox.",-0.01401996613,0.01341724396,3. Recipient Longer,PO,ADP
5506,"Then the young Prince answered with a proud smile: ""I am the son of the King and my name is Yamato, and I have been sent by my father as the avenger of evil to bring death to all rebels!",bring,bring,all rebels,death,2,1,0.6931471806,-0.5,-0.5,-0.2952427864,-0.5,VB,38,,IN,,41,NN,NOUN,39,to,40,44,dative,alternating,"Then the young Prince answered with a proud smile: ""I am the son of the King and my name is Yamato, and I have been sent by my father as the avenger of evil to bring all rebels death!",-0.2952427864,-0.2078793049,3. Recipient Longer,PO,ADP
