global_idx,sentence,verb_lemma,verb,recipient,recipient_anim,theme,theme_anim,construction,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,recipient_pos_spacy,recipient_length,theme_length,length_difference
11184,We will prepare a wonderful reception for them!,prepare,prepare,them,a,a wonderful reception,i,,VB,2,we,IN,PRON,7,NN,NOUN,3,for,6,9,dative,benefactive_alternating,We will prepare them a wonderful reception!,ADP,1,3,-1.098612289
11200,"She gave it to her friend, a Mrs. Nakagawa.",give,gave,"her friend , a mrs. nakagawa",a,it,i,,VBD,1,she,IN,,4,PRP,PRON,2,to,3,11,prep,alternating,"She gave her friend, a mrs. nakagawa it ",ADP,5,1,1.609437912
11310,I'm in no position to ask favors to anyone else.,ask,ask,anyone else,a,favors,i,,VB,6,,IN,,9,NNS,NOUN,7,to,8,12,dative,alternating,I'm in no position to ask anyone else favors.,ADP,2,1,0.6931471806
11316,"""He prepared breakfast for his wife and daughters before killing them, then taking his own life. """,prepare,prepared,his wife and daughters,a,breakfast,i,,VBD,2,he,IN,,5,NN,NOUN,3,for,4,20,dative,benefactive_alternating,"""He prepared his wife and daughters breakfast before killing them, then taking his own life. """,ADP,4,1,1.386294361
11357,I brought flowers to the altars,bring,brought,the altars,i,flowers,i,,VBD,1,i,IN,,4,NNS,NOUN,2,to,3,6,prep,alternating,I brought the altars flowers,ADP,2,1,0.6931471806
11373,"If you try to double cross me, I'll throw you to the dogs!",throw,throw,the dogs,b,you,a,,VB,10,i,IN,,13,PRP,PRON,11,to,12,16,prep,alternating,"If you try to double cross me, I'll throw the dogs you!",ADP,2,1,0.6931471806
11378,You'll give this case to Captain Johnson!,give,give,captain johnson,a,this case,i,,VB,2,you,IN,,6,NN,NOUN,3,to,5,9,dative,alternating,You'll give captain johnson this case!,ADP,2,2,0
11434,Bringing flowers to a married woman!,bring,Bringing,a married woman,a,flowers,i,,VBG,0,,IN,,3,NNS,NOUN,1,to,2,7,dative,alternating,Bringing a married woman flowers!,ADP,3,1,1.098612289
11468,Let me give it to you straight.,give,give,you,a,it,i,,VB,2,me,IN,PRON,5,PRP,PRON,3,to,4,8,dative,alternating,Let me give you it straight.,ADP,1,1,0
11536,Guess I'll have to get those files for you the old-fashioned way.,get,get,you,a,those files,i,,VB,5,,IN,PRON,9,NNS,NOUN,6,for,8,14,dative,benefactive_alternating,Guess I'll have to get you those files the old-fashioned way.,ADP,1,2,-0.6931471806
11619,Leave it to us!,leave,Leave,us,a,it,i,,VB,0,,IN,PRON,3,PRP,PRON,1,to,2,5,prep,alternating,Leave us it!,ADP,1,1,0
11729,Thank you for bringing it to my attention.,bring,bringing,my attention,i,it,i,,VBG,3,,IN,,6,PRP,PRON,4,to,5,9,prep,alternating,Thank you for bringing my attention it.,ADP,2,1,0.6931471806
11826,Give them to me.,give,Give,me,a,them,i,,VB,0,,IN,PRON,3,PRP,PRON,1,to,2,5,prep,alternating,Give me them.,ADP,1,1,0
11875,"Now, the Corps will send this letter to your family.",send,send,your family,a,this letter,i,,VB,5,the corps,IN,,9,NN,NOUN,6,to,8,12,dative,alternating,"Now, the Corps will send your family this letter.",ADP,2,2,0
11884,"Now, I realize this may be the first time a hologram has given an order to a Captain, but I'm ordering you to report to the hoIodeck-- now.",give,given,a captain,a,an order,i,,VBN,13,a hologram,IN,,17,NN,NOUN,14,to,16,32,dative,alternating,"Now, I realize this may be the first time a hologram has given a captain an order, but I'm ordering you to report to the hoIodeck-- now.",ADP,2,2,0
11898,"I've heard her several times in the music room, playing a lovely Mozart sonata, but whenever I ask her to play it for me, she won't.",play,play,me,a,it,i,,VB,23,,IN,PRON,26,PRP,PRON,24,for,25,32,dative,benefactive_alternating,"I've heard her several times in the music room, playing a lovely Mozart sonata, but whenever I ask her to play me it, she won't.",ADP,1,1,0
11965,I wrote an article  gave it to the professor.,give,gave,the professor,a,it,i,,VBD,5,,IN,,8,PRP,PRON,6,to,7,11,dative,alternating,I wrote an article  gave the professor it.,ADP,2,1,0.6931471806
11968,Yes' I've ordered barbecued chiken for you.,order,ordered,you,a,barbecued chiken,i,,VBN,4,i,IN,PRON,8,NN,NOUN,5,for,7,10,dative,benefactive_alternating,Yes' I've ordered you barbecued chiken.,ADP,1,2,-0.6931471806
11978,He 's only capable of either putting you on drugs or giving electric shocks to his patients.,give,giving,his patients,a,electric shocks,i,,VBG,11,,IN,,15,NNS,NOUN,12,to,14,18,dative,alternating,He 's only capable of either putting you on drugs or giving his patients electric shocks.,ADP,2,2,0
12000,Cable the details of this fiasco to the War Department requesting instructions.,cable,Cable,the war department,b,the details of this fiasco,i,,VB,0,,IN,,7,NNS,NOUN,1,to,6,13,prep,alternating,Cable the war department the details of this fiasco requesting instructions.,ADP,3,5,-0.5108256238
12049,- I'll make dinner for you tonight.,make,make,you,a,dinner,i,,VB,3,i,IN,PRON,6,NN,NOUN,4,for,5,9,dative,benefactive_alternating,- I'll make you dinner tonight.,ADP,1,1,0
12066,"Like I was told I sent an innocent man to prison, only I refuse to accept it?",send,sent,prison,i,an innocent man,a,,VBD,5,i,IN,,10,NN,NOUN,6,to,9,19,prep,alternating,"Like I was told I sent prison an innocent man, only I refuse to accept it?",ADP,1,3,-1.098612289
12089,The explorer Arthur Denison found it and give it to her at least a hundred years ago,give,give,her,a,it,i,,VB,7,,IN,PRON,10,PRP,PRON,8,to,9,17,dative,alternating,The explorer Arthur Denison found it and give her it at least a hundred years ago,ADP,1,1,0
12139,"- Give it to me, thanks.",give,Give,me,a,it,i,,VB,1,,IN,PRON,4,PRP,PRON,2,to,3,8,dative,alternating,"- Give me it, thanks.",ADP,1,1,0
12153,It is the only president ever giving bad news to the American people.,give,giving,the american people,a,bad news,i,,VBG,6,,IN,,10,NN,NOUN,7,to,9,14,dative,alternating,It is the only president ever giving the american people bad news.,ADP,3,2,0.4054651081
12172,I speak for the entire board when I issue this challenge to Mom!,issue,issue,mom,a,this challenge,i,,VBP,8,i,IN,,12,NN,NOUN,9,to,11,14,prep,alternating,I speak for the entire board when I issue mom this challenge!,ADP,1,2,-0.6931471806
12179,So I'm giving control of the company to a man of experience...,give,giving,a man of experience,a,control of the company,i,,VBG,3,i,IN,,9,NN,NOUN,4,to,8,16,dative,alternating,So I'm giving a man of experience control of the company...,ADP,4,4,0
12188,I want it for a month till Sonny can buy one for himself.,buy,buy,himself,a,one,i,,VB,9,sonny,IN,PRON,12,NN,NOUN,10,for,11,14,dative,benefactive_alternating,I want it for a month till Sonny can buy himself one.,ADP,1,1,0
12342,Or you sold it to somebody.,sell,sold,somebody,a,it,i,,VBD,2,you,IN,PRON,5,PRP,PRON,3,to,4,7,dative,alternating,Or you sold somebody it.,ADP,1,1,0
12464,Selling drugs to school kids?,sell,Selling,school kids,a,drugs,i,,VBG,0,,IN,,3,NNS,NOUN,1,to,2,6,dative,alternating,Selling school kids drugs?,ADP,2,1,0.6931471806
12498,"This time, leave it to the grown-ups.",leave,leave,the grown-ups,a,it,i,,VB,3,,IN,,6,PRP,PRON,4,to,5,9,prep,alternating,"This time, leave the grown-ups it.",ADP,2,1,0.6931471806
12525,"Stan, you're renting the attic to someone who's exactly like Roger.",rent,renting,someone who's exactly like roger,a,the attic,i,,VBG,4,you,IN,,8,NN,NOUN,5,to,7,15,dative,alternating,"Stan, you're renting someone who's exactly like roger the attic.",ADP,5,2,0.9162907319
12535,"And once you drew blood for him, you were set.",draw,drew,him,a,blood,i,,VBD,3,you,IN,PRON,6,NN,NOUN,4,for,5,12,dative,benefactive_alternating,"And once you drew him blood, you were set.",ADP,1,1,0
12557,"I just want to take a brief timeout to give a shout-out to our queen of the beach winner and the runner up, who are currently on the beach shooting their sexy, sexy photo shoot.",give,give,"our queen of the beach winner and the runner up , who are currently on the beach shooting their sexy , sexy photo shoot",a,a shout-out,i,,VB,9,,IN,,13,NN,NOUN,10,to,12,38,dative,alternating,"I just want to take a brief timeout to give our queen of the beach winner and the runner up, who are currently on the beach shooting their sexy, sexy photo shoot a shout-out.",ADP,22,2,2.397895273
12603,Send a unit to Ha Mahoga Street.,send,Send,ha mahoga street,i,a unit,i,,VB,0,,IN,,4,NN,NOUN,1,to,3,8,prep,alternating,Send ha mahoga street a unit.,ADP,3,2,0.4054651081
12623,- I never gave your names to Anna.,give,gave,anna,a,your names,i,,VBD,3,i,IN,,7,NNS,NOUN,4,to,6,9,prep,alternating,- I never gave anna your names.,ADP,1,2,-0.6931471806
12634,We owe it to him to give her a chance.,owe,owe,him,a,it,i,,VBP,1,we,IN,PRON,4,PRP,PRON,2,to,3,11,dative,alternating,We owe him it to give her a chance.,ADP,1,1,0
12722,"Gotta hand it to you, Strife.",hand,hand,you,a,it,i,,VB,2,,IN,PRON,5,PRP,PRON,3,to,4,9,prep,alternating,"Gotta hand you it, Strife.",ADP,1,1,0
12743,My father collected books and though I read them all before I lost my sight he used to sit and read them to me over and over again.,read,read,me,a,them,i,,VB,20,,IN,PRON,23,PRP,PRON,21,to,22,29,dative,alternating,My father collected books and though I read them all before I lost my sight he used to sit and read me them over and over again.,ADP,1,1,0
12744,"They had come here asking for food, and my father gave it to them.",give,gave,them,a,it,i,,VBD,11,my father,IN,PRON,14,PRP,PRON,12,to,13,16,prep,alternating,"They had come here asking for food, and my father gave them it.",ADP,1,1,0
12780,I have given serious thought to the training knowing very well it would depend on my conduct here as you have said.,give,given,the training,i,serious thought,i,,VBN,2,i,IN,,6,NN,NOUN,3,to,5,23,dative,alternating,I have given the training serious thought knowing very well it would depend on my conduct here as you have said.,ADP,2,2,0
12790,If you do not give me my woman I will rearrange your temple so that you'll never again be able to grant sanctuary to anybody!,grant,grant,anybody,a,sanctuary,i,,VB,22,,IN,PRON,25,NN,NOUN,23,to,24,27,dative,alternating,If you do not give me my woman I will rearrange your temple so that you'll never again be able to grant anybody sanctuary!,ADP,1,1,0
12806,"Forgive me, master for bringing violence to so holy a place.",bring,bringing,so holy a place,i,violence,i,,VBG,5,,IN,,8,NN,NOUN,6,to,7,13,dative,alternating,"Forgive me, master for bringing so holy a place violence.",ADP,4,1,1.386294361
12887,So who assigned you to that?,assign,assigned,that,i,you,a,,VBD,2,who,IN,,5,PRP,PRON,3,to,4,7,prep,alternating,So who assigned that you?,ADP,1,1,0
12918,"$200 even, OK, give your money to Lucille.",give,give,lucille,a,your money,i,,VB,6,,IN,,10,NN,NOUN,7,to,9,12,prep,alternating,"$200 even, OK, give lucille your money.",ADP,1,2,-0.6931471806
12933,"Get a fake ID for him, too.",get,Get,him,a,a fake id,i,,VB,0,,IN,PRON,5,NN,NOUN,1,for,4,9,dative,benefactive_alternating,"Get him a fake ID, too.",ADP,1,3,-1.098612289
12975,I'm here in the name of the UDR to bid a final farewell to our friend Razon and pay homage to the memory of an honest man.,pay,pay,the memory of an honest man,i,homage,i,,VB,19,,IN,,22,NN,NOUN,20,to,21,29,prep,alternating,I'm here in the name of the UDR to bid a final farewell to our friend Razon and pay the memory of an honest man homage.,ADP,6,1,1.791759469
13030,"Well, we must prepare a bed for her immediately.",prepare,prepare,her,a,a bed,i,,VB,4,we,IN,PRON,8,NN,NOUN,5,for,7,11,dative,benefactive_alternating,"Well, we must prepare her a bed immediately.",ADP,1,2,-0.6931471806
13049,Madame asked me to me down and show a dress to a client.,show,show,a client,a,a dress,i,,VB,7,,IN,,11,NN,NOUN,8,to,10,14,dative,alternating,Madame asked me to me down and show a client a dress.,ADP,2,2,0
13126,Heaven sent him to me.,send,sent,me,a,him,a,,VBD,1,heaven,IN,PRON,4,PRP,PRON,2,to,3,6,dative,alternating,Heaven sent me him.,ADP,1,1,0
13129,Leave him to me!,leave,Leave,me,a,him,a,,VB,0,,IN,PRON,3,PRP,PRON,1,to,2,5,prep,alternating,Leave me him!,ADP,1,1,0
13190,- What kind of man sends his own daughter to jail?,send,sends,jail,i,his own daughter,a,,VBZ,5,what kind of man,IN,,10,NN,NOUN,6,to,9,12,prep,alternating,- What kind of man sends jail his own daughter?,ADP,1,3,-1.098612289
13244,"You and I are gonna sell him this tree, and we're going to give the proceeds to a very important cause.",give,give,a very important cause,i,the proceeds,i,,VB,16,,IN,,20,NNS,NOUN,17,to,19,25,prep,alternating,"You and I are gonna sell him this tree, and we're going to give a very important cause the proceeds.",ADP,4,2,0.6931471806
13259,I gave it to you.,give,gave,you,a,it,i,,VBD,1,i,IN,PRON,4,PRP,PRON,2,to,3,6,dative,alternating,I gave you it.,ADP,1,1,0
13299,Can you send the picture to this address?,send,send,this address,i,the picture,i,,VB,2,you,IN,,6,NN,NOUN,3,to,5,9,prep,alternating,Can you send this address the picture?,ADP,2,2,0
13317,So did you buy that bracelet for Lorelei?,buy,buy,lorelei,a,that bracelet,i,,VB,3,you,IN,,7,NN,NOUN,4,for,6,9,dative,benefactive_alternating,So did you buy lorelei that bracelet?,ADP,1,2,-0.6931471806
13333,Give my regards to Mr Molesley.,give,Give,mr molesley,a,my regards,i,,VB,0,,IN,,4,NNS,NOUN,1,to,3,7,dative,alternating,Give mr molesley my regards.,ADP,2,2,0
13357,Give my regards to Mr Molesley.,give,Give,mr molesley,a,my regards,i,,VB,0,,IN,,4,NNS,NOUN,1,to,3,7,dative,alternating,Give mr molesley my regards.,ADP,2,2,0
13387,"When they were dating, I reserved rooms for them numerous times.",reserve,reserved,them,a,rooms,i,,VBD,6,i,IN,PRON,9,NNS,NOUN,7,for,8,13,dative,benefactive_alternating,"When they were dating, I reserved them rooms numerous times.",ADP,1,1,0
13389,Let's feed it to him again.,feed,feed,him,a,it,i,,VB,2,,IN,PRON,5,PRP,PRON,3,to,4,8,dative,alternating,Let's feed him it again.,ADP,1,1,0
13444,I wonder what brought him and Chuy to this place.,bring,brought,this place,i,him and chuy,a,,VBD,3,what,IN,,8,PRP,PRON,4,to,7,11,prep,alternating,I wonder what brought this place him and Chuy.,ADP,2,3,-0.4054651081
13553,It takes resources to bring these vaccines to kids all around the country.,bring,bring,kids all around the country,a,these vaccines,i,,VB,4,,IN,,8,NNS,NOUN,5,to,7,14,prep,alternating,It takes resources to bring kids all around the country these vaccines.,ADP,5,2,0.9162907319
13564,"""If you don't give it to me straight,",give,give,me,a,it,i,,VB,5,you,IN,PRON,8,PRP,PRON,6,to,7,11,dative,alternating,"""If you don't give me it straight,",ADP,1,1,0
13569,Maybe you can come sing some backgrounds for me?,sing,sing,me,a,some backgrounds,i,,VB,4,,IN,PRON,8,NNS,NOUN,5,for,7,10,dative,benefactive_alternating,Maybe you can come sing me some backgrounds?,ADP,1,2,-0.6931471806
13601,"All I got is the blanket they wrapped her in when they handed her to me, because I asked to see her.",hand,handed,me,a,her,a,,VBD,12,they,IN,PRON,15,PRP,PRON,13,to,14,24,dative,alternating,"All I got is the blanket they wrapped her in when they handed me her, because I asked to see her.",ADP,1,1,0
13604,I left something for her.,leave,left,her,a,something,i,,VBD,1,i,IN,PRON,4,NN,PRON,2,for,3,6,dative,benefactive_alternating,I left her something.,ADP,1,1,0
13693,You're not going to give the account to me.,give,give,me,a,the account,i,,VB,5,,IN,PRON,9,NN,NOUN,6,to,8,11,prep,alternating,You're not going to give me the account.,ADP,1,2,-0.6931471806
13694,Give it to Mrs...,give,Give,mrs.,a,it,i,,VB,0,,IN,,3,PRP,PRON,1,to,2,6,prep,alternating,Give mrs. it.,ADP,1,1,0
13695,Send it to San Francisco.,send,Send,san francisco,i,it,i,,VB,0,,IN,,3,PRP,PRON,1,to,2,6,prep,alternating,Send san francisco it.,ADP,2,1,0.6931471806
13708,Give it to the Duke of Danzig and let's not talk about it anymore.,give,Give,the duke of danzig,a,it,i,,VB,0,,IN,,3,PRP,PRON,1,to,2,16,prep,alternating,Give the duke of danzig it and let's not talk about it anymore.,ADP,4,1,1.386294361
13725,"Just by pouring a drink for the soldiers who won you a kingdom, I did more for your crown than you did.",pour,pouring,the soldiers who won you a kingdom,a,a drink,i,,VBG,2,,IN,,6,NN,NOUN,3,for,5,24,dative,benefactive_alternating,"Just by pouring the soldiers who won you a kingdom a drink, I did more for your crown than you did.",ADP,7,2,1.252762968
13740,I certainly can't give the crown to Jerome.,give,give,jerome,a,the crown,i,,VB,4,i,IN,,8,NN,NOUN,5,to,7,10,prep,alternating,I certainly can't give jerome the crown.,ADP,1,2,-0.6931471806
13747,"""I therefore bequeath all my worldly possessions to whosoever...",bequeath,bequeath,whosoever,a,all my worldly possessions,i,,VBP,3,i,IN,,9,NNS,NOUN,4,to,8,13,dative,alternating,"""I therefore bequeath whosoever all my worldly possessions...",ADP,1,4,-1.386294361
13778,Just take time to sell it to anyone.,sell,sell,anyone,a,it,i,,VB,4,,IN,PRON,7,PRP,PRON,5,to,6,9,dative,alternating,Just take time to sell anyone it.,ADP,1,1,0
13779,We've sold timber to all of them.,sell,sold,all of them,a,timber,i,,VBD,2,we,IN,,5,NN,NOUN,3,to,4,9,dative,alternating,We've sold all of them timber.,ADP,3,1,1.098612289
13793,"He, uh... he gave it to me.",give,gave,me,a,it,i,,VBD,7,he,IN,PRON,10,PRP,PRON,8,to,9,12,dative,alternating,"He, uh... he gave me it.",ADP,1,1,0
13831,But I'm supposed to give that money to somebody.,give,give,somebody,a,that money,i,,VB,5,,IN,PRON,9,NN,NOUN,6,to,8,11,prep,alternating,But I'm supposed to give somebody that money.,ADP,1,2,-0.6931471806
13834,"Yeah, I'd have got it for you sooner, but the train didn't come through till this morning.",get,got,you,a,it,i,,VBN,5,i,IN,PRON,8,PRP,PRON,6,for,7,22,dative,benefactive_alternating,"Yeah, I'd have got you it sooner, but the train didn't come through till this morning.",ADP,1,1,0
13872,"He asked for your help, but you won't give it to him.",give,give,him,a,it,i,,VB,10,you,IN,PRON,13,PRP,PRON,11,to,12,15,prep,alternating,"He asked for your help, but you won't give him it.",ADP,1,1,0
13889,They'll kick you in the groin while you're handing your hat to the maid.,hand,handing,the maid,a,your hat,i,,VBG,10,you,IN,,14,NN,NOUN,11,to,13,17,prep,alternating,They'll kick you in the groin while you're handing the maid your hat.,ADP,2,2,0
13914,Lend it to me,lend,Lend,me,a,it,i,,VB,0,,IN,PRON,3,PRP,PRON,1,to,2,4,dative,alternating,Lend me it,ADP,1,1,0
14026,"You stepped on my food, pay it to me.",pay,pay,me,a,it,i,,VBP,6,,IN,PRON,9,PRP,PRON,7,to,8,11,dative,alternating,"You stepped on my food, pay me it.",ADP,1,1,0
14040,"Before taking her away, you showed affection to each other.",show,showed,each other,a,affection,i,,VBD,6,you,IN,,9,NN,NOUN,7,to,8,12,dative,alternating,"Before taking her away, you showed each other affection.",ADP,2,1,0.6931471806
14072,"You gave flowers to the grave Nadi, yesterday?",give,gave,the grave,i,flowers,i,,VBD,1,you,IN,,4,NNS,NOUN,2,to,3,10,prep,alternating,"You gave the grave flowers Nadi, yesterday?",ADP,2,1,0.6931471806
14123,"Wayne sent it to me for our six-month anniversary- of our divorce, I mean.",send,sent,me,a,it,i,,VBD,1,wayne,IN,PRON,4,PRP,PRON,2,to,3,16,dative,alternating,"Wayne sent me it for our six-month anniversary- of our divorce, I mean.",ADP,1,1,0
14144,- He sold poisoned milk to schoolchildren.,sell,sold,schoolchildren,a,poisoned milk,i,,VBD,2,he,IN,,6,NN,NOUN,3,to,5,8,dative,alternating,- He sold schoolchildren poisoned milk.,ADP,1,2,-0.6931471806
14174,I brought you to my house and asked my mother to look after you as she did to me.,bring,brought,my house,i,you,a,,VBD,1,i,IN,,4,PRP,PRON,2,to,3,20,prep,alternating,I brought my house you and asked my mother to look after you as she did to me.,ADP,2,1,0.6931471806
14192,"Give it to Daddy, dear.",give,Give,daddy,a,it,i,,VB,0,,IN,,3,PRP,PRON,1,to,2,7,prep,alternating,"Give daddy it, dear.",ADP,1,1,0
14202,"And that's one of the things that gives meaning to my climbing, is having fun with my friends in beautiful places and discovering things all the time.",give,gives,my climbing,i,meaning,i,,VBZ,8,that,IN,,11,NN,NOUN,9,to,10,30,dative,alternating,"And that's one of the things that gives my climbing meaning, is having fun with my friends in beautiful places and discovering things all the time.",ADP,2,1,0.6931471806
14226,"In 1869, a Russian chemistry professor named Dmitry Mendeleyev was writing a text book for his students",write,writing,his students,a,a text book,i,,VBG,11,a russian chemistry professor named dmitry mendeleyev,IN,,16,NN,NOUN,12,for,15,18,dative,benefactive_alternating,"In 1869, a Russian chemistry professor named Dmitry Mendeleyev was writing his students a text book",ADP,2,3,-0.4054651081
14335,Shall he bring it to you?,bring,bring,you,a,it,i,,VB,2,he,IN,PRON,5,PRP,PRON,3,to,4,7,dative,alternating,Shall he bring you it?,ADP,1,1,0
14346,"She hands the kid to Joe, he hands it back.",hand,hands,joe,a,the kid,a,,VBZ,1,she,IN,,5,NN,NOUN,2,to,4,12,dative,alternating,"She hands joe the kid, he hands it back.",ADP,1,2,-0.6931471806
14354,- Give it to him.,give,Give,him,a,it,i,,VB,1,,IN,PRON,4,PRP,PRON,2,to,3,6,prep,alternating,- Give him it.,ADP,1,1,0
14364,"The fact that there is credible evidence from inside the company that the company is paying bribes to people very closely linked to senior politicians suggests, in all instances, prima facie evidence of corruption.",pay,paying,people very closely linked to senior politicians,a,bribes,i,,VBG,15,the company,IN,,18,NNS,NOUN,16,to,17,37,dative,alternating,"The fact that there is credible evidence from inside the company that the company is paying people very closely linked to senior politicians bribes suggests, in all instances, prima facie evidence of corruption.",ADP,7,1,1.945910149
14370,The Choudhrie family 'has given more than £1. 6 million to the Liberal Democrats 'and Mr Choudhrie is now an adviser on India 'to party leader Tim Farron. ',give,given,the liberal democrats,a,more than £ 1 . 6 million,i,,VBN,6,the choudhrie family,IN,,15,CD,NUM,7,to,14,36,dative,alternating,The Choudhrie family 'has given the liberal democrats more than £1. 6 million 'and Mr Choudhrie is now an adviser on India 'to party leader Tim Farron. ',ADP,3,5,-0.5108256238
14395,I'm sending the children to you.,send,sending,you,a,the children,a,,VBG,2,i,IN,PRON,6,NNS,NOUN,3,to,5,8,dative,alternating,I'm sending you the children.,ADP,1,2,-0.6931471806
14437,If you make 'paniyaram' you can send it to my mother,send,send,my mother,a,it,i,,VB,8,you,IN,,11,PRP,PRON,9,to,10,13,dative,alternating,If you make 'paniyaram' you can send my mother it,ADP,2,1,0.6931471806
14452,Order black tea for me,order,Order,me,a,black tea,i,,VB,0,,IN,PRON,4,NN,NOUN,1,for,3,5,dative,benefactive_alternating,Order me black tea,ADP,1,2,-0.6931471806
14453,Give that entire amount to the girl's family,give,Give,the girl's family,a,that entire amount,i,,VB,0,,IN,,5,NN,NOUN,1,to,4,9,dative,alternating,Give the girl's family that entire amount,ADP,3,3,0
14462,- Give it to me!,give,Give,me,a,it,i,,VB,1,,IN,PRON,4,PRP,PRON,2,to,3,6,prep,alternating,- Give me it!,ADP,1,1,0
14511,- You give him to me!,give,give,me,a,him,a,,VBP,2,you,IN,PRON,5,PRP,PRON,3,to,4,7,prep,alternating,- You give me him!,ADP,1,1,0
14568,Last year you sent a thousand spruces to Holland.,send,sent,holland,i,a thousand spruces,i,,VBD,3,you,IN,,8,NNS,NOUN,4,to,7,10,prep,alternating,Last year you sent holland a thousand spruces.,ADP,1,3,-1.098612289
14593,What was the condition that brought him to your attention?,bring,brought,your attention,i,him,a,,VBD,5,that,IN,,8,PRP,PRON,6,to,7,11,prep,alternating,What was the condition that brought your attention him?,ADP,2,1,0.6931471806
14611,"- Um, my name is Norma Bates, and I would like to bring my son to you for a diagnosis.",bring,bring,you,a,my son,a,,VB,14,,IN,PRON,18,NN,NOUN,15,to,17,23,prep,alternating,"- Um, my name is Norma Bates, and I would like to bring you my son for a diagnosis.",ADP,1,2,-0.6931471806
14620,"- We can try, but you must promise me that you won't ever send me to a place like that...",send,send,a place like that,i,me,a,,VB,15,you,IN,,18,PRP,PRON,16,to,17,25,prep,alternating,"- We can try, but you must promise me that you won't ever send a place like that me...",ADP,4,1,1.386294361
14640,Maybe you could give it to her.,give,give,her,a,it,i,,VB,3,you,IN,PRON,6,PRP,PRON,4,to,5,8,prep,alternating,Maybe you could give her it.,ADP,1,1,0
14653,"Now when I'm trying to give meaning to my life, you could at least recall that we are brothers.",give,give,my life,b,meaning,i,,VB,6,,IN,,9,NN,NOUN,7,to,8,22,dative,alternating,"Now when I'm trying to give my life meaning, you could at least recall that we are brothers.",ADP,2,1,0.6931471806
14686,Give them to us and we'll be on our way.,give,Give,us,a,them,i,,VB,0,,IN,PRON,3,PRP,PRON,1,to,2,12,dative,alternating,Give us them and we'll be on our way.,ADP,1,1,0
14695,How many ships will I need to bring my khalasar to Westeros?,bring,bring,westeros,i,my khalasar,i,,VB,7,,IN,,11,NN,NOUN,8,to,10,13,prep,alternating,How many ships will I need to bring westeros my khalasar?,ADP,1,2,-0.6931471806
14709,I don't have the authority to give them to you.,give,give,you,a,them,i,,VB,7,,IN,PRON,10,PRP,PRON,8,to,9,12,dative,alternating,I don't have the authority to give you them.,ADP,1,1,0
14740,"Murray you don't want to be faith leader, he'll give it to me.",give,give,me,a,it,i,,VB,12,he,IN,PRON,15,PRP,PRON,13,to,14,17,prep,alternating,"Murray you don't want to be faith leader, he'll give me it.",ADP,1,1,0
14860,"Well, he sent me this feature script he's been working on, and he really wanted me to show it to this producer on that movie I shot last June.",show,show,this producer on that movie i shot last june,a,it,i,,VB,20,me,IN,,23,PRP,PRON,21,to,22,33,dative,alternating,"Well, he sent me this feature script he's been working on, and he really wanted me to show this producer on that movie i shot last june it.",ADP,9,1,2.197224577
14953,Did you know they sent an envoy to the Citadel after that?,send,sent,the citadel,i,an envoy,i,,VBD,4,they,IN,,8,NN,NOUN,5,to,7,13,prep,alternating,Did you know they sent the citadel an envoy after that?,ADP,2,2,0
14968,Giving a future to those who want to see it... is everything.,give,Giving,those who want to see it,a,a future,i,,VBG,0,,IN,,4,NN,NOUN,1,to,3,16,dative,alternating,Giving those who want to see it a future... is everything.,ADP,6,2,1.098612289
15008,That friend brought the bag to my house last night so I could bring it to Melody.,bring,bring,melody,a,it,i,,VB,13,i,IN,,16,PRP,PRON,14,to,15,18,prep,alternating,That friend brought the bag to my house last night so I could bring melody it.,ADP,1,1,0
15022,"Yeah, I think I sent the photo to the alumni coordinator",send,sent,the alumni coordinator,a,the photo,i,,VBD,5,i,IN,,9,NN,NOUN,6,to,8,12,dative,alternating,"Yeah, I think I sent the alumni coordinator the photo ",ADP,3,2,0.4054651081
15057,"whatever help you need, I'll give it to you.",give,give,you,a,it,i,,VB,7,i,IN,PRON,10,PRP,PRON,8,to,9,12,prep,alternating,"whatever help you need, I'll give you it.",ADP,1,1,0
15071,The law gives the power to the common man.,give,gives,the common man,a,the power,i,,VBZ,2,the law,IN,,6,NN,NOUN,3,to,5,10,dative,alternating,The law gives the common man the power.,ADP,3,2,0.4054651081
15083,But the Gaia Coalition is giving special treatment to immigrant politicians.,give,giving,immigrant politicians,a,special treatment,i,,VBG,5,the gaia coalition,IN,,9,NN,NOUN,6,to,8,12,dative,alternating,But the Gaia Coalition is giving immigrant politicians special treatment.,ADP,2,2,0
15102,I gave my life to Harlock.,give,gave,harlock,a,my life,i,,VBD,1,i,IN,,5,NN,NOUN,2,to,4,7,prep,alternating,I gave harlock my life.,ADP,1,2,-0.6931471806
15211,Since when did you pay attention to me?,pay,pay,me,a,attention,i,,VB,4,you,IN,PRON,7,NN,NOUN,5,to,6,9,prep,alternating,Since when did you pay me attention?,ADP,1,1,0
15227,How can we sell pancakes and old clothes to our rich VVIP guests?,sell,sell,our rich vvip guests,a,pancakes and old clothes,i,,VB,3,we,IN,,9,NNS,NOUN,4,to,8,14,dative,alternating,How can we sell our rich vvip guests pancakes and old clothes?,ADP,4,4,0
